symbol,company_name,sector,industry,isin,market_cap_category,nifty50,nifty_next50,listing_status
KRITIKA,Kritika Wires Ltd,Unknown,Unknown,INE00Z501029,Unknown,false,false,Listed
KRN,KRN Heat Exchanger and Refrigeration Ltd.,Capital Goods,Capital Goods,INE0Q3J01015,Micro Cap,false,false,Listed
KRONOX,Kronox Lab Sciences Ltd,Unknown,Unknown,INE0ATZ01017,Unknown,false,false,Listed
KROSS,Kross Ltd,Unknown,Unknown,INE0O6601022,Unknown,false,false,Listed
KRSNAA,Krsnaa Diagnostics Ltd,Unknown,Unknown,INE08LI01020,Unknown,false,false,Listed
KRYSTAL,Krystal Integrated Services Ltd,Unknown,Unknown,INE0QN801017,Unknown,false,false,Listed
KSB,Ksb Ltd,Capital Goods,Capital Goods,INE999A01023,Micro Cap,false,false,Listed
KSCL,Kaveri Seed Company Ltd,Fast Moving Consumer Goods,Fast Moving Consumer Goods,INE455I01029,Micro Cap,false,false,Listed
KSHINTL,KSH International Ltd,Unknown,Unknown,INE987S01020,Unknown,false,false,Listed
KSL,Kalyani Steels Ltd,Unknown,Unknown,INE907A01026,Unknown,false,false,Listed
KSOLVES,Ksolves India Ltd,Unknown,Unknown,INE0D6I01023,Unknown,false,false,Listed
KSR,KSR Footwear Ltd,Unknown,Unknown,INE1SPP01016,Unknown,false,false,Listed
KTKBANK,The Karnataka Bank Ltd,Financial Services,Financial Services,INE614B01018,Micro Cap,false,false,Listed
KUANTUM,Kuantum Papers Ltd,Unknown,Unknown,INE529I01021,Unknown,false,false,Listed
KWIL,Kwality Wall's (India) Ltd,Unknown,Unknown,INE2KCE01013,Unknown,false,false,Listed
LAGNAM,Lagnam Spintex Ltd,Unknown,Unknown,INE548Z01017,Unknown,false,false,Listed
LAHOTIOV,Lahoti Overseas Ltd,Unknown,Unknown,INE515C01023,Unknown,false,false,Listed
LAL,Lorenzini Apparels Ltd,Unknown,Unknown,INE740X01023,Unknown,false,false,Listed
LALPATHLAB,Dr. Lal Path Labs Ltd.,Healthcare,Healthcare,INE600L01024,Small Cap,false,false,Listed
LAMBODHARA,Lambodhara Textiles Ltd,Unknown,Unknown,INE112F01022,Unknown,false,false,Listed
LANCORHOL,Lancor Holdings Ltd,Unknown,Unknown,INE572G01025,Unknown,false,false,Listed
LANDMARK,Landmark Cars Ltd,Unknown,Unknown,INE559R01029,Unknown,false,false,Listed
LANDSMILL,Landsmill Green Ltd,Unknown,Unknown,INE688J01023,Unknown,false,false,Listed
LAOPALA,La Opala RG Ltd,Unknown,Unknown,INE059D01020,Unknown,false,false,Listed
LASA,Lasa Supergenerics Ltd,Unknown,Unknown,INE670X01014,Unknown,false,false,Listed
LATENTVIEW,Latent View Analytics Ltd,Information Technology,Information Technology,INE0I7C01011,Small Cap,false,false,Listed
LAURUSLABS,Laurus Labs Ltd,Healthcare,Healthcare,INE947Q01028,Mid Cap,false,false,Listed
LAXMICOT,Laxmi Cotspin Ltd,Unknown,Unknown,INE801V01019,Unknown,false,false,Listed
LAXMIDENTL,Laxmi Dental Ltd,Unknown,Unknown,INE0WO601020,Unknown,false,false,Listed
LCCINFOTEC,LCC Infotech Ltd,Unknown,Unknown,INE938A01021,Unknown,false,false,Listed
LEMERITE,Le Merite Exports Ltd,Unknown,Unknown,INE0G1L01025,Unknown,false,false,Listed
LEMONTREE,Lemon Tree Hotels Ltd,Consumer Services,Consumer Services,INE970X01018,Small Cap,false,false,Listed
LENSKART,Lenskart Solutions Ltd,Consumer Services,Consumer Services,INE956O01016,Mid Cap,false,false,Listed
LEXUS,Lexus Granito (India) Ltd,Unknown,Unknown,INE500X01013,Unknown,false,false,Listed
LFIC,Lakshmi Finance & Industrial Corporation Ltd,Unknown,Unknown,INE850E01012,Unknown,false,false,Listed
LGBBROSLTD,LG Balakrishnan & Bros Ltd,Unknown,Unknown,INE337A01034,Unknown,false,false,Listed
LGEINDIA,LG Electronics India Ltd,Consumer Durables,Consumer Durables,INE324D01010,Mid Cap,false,false,Listed
LGHL,Laxmi Goldorna House Ltd,Unknown,Unknown,INE258Y01016,Unknown,false,false,Listed
LIBAS,Libas Consumer Products Ltd,Unknown,Unknown,INE908V01012,Unknown,false,false,Listed
LIBERTSHOE,Liberty Shoes Ltd,Unknown,Unknown,INE557B01019,Unknown,false,false,Listed
LICHSGFIN,LIC Housing Finance Ltd,Financial Services,Financial Services,INE115A01026,Mid Cap,false,false,Listed
LICI,Life Insurance Corporation Of India,Financial Services,Financial Services,INE0J1Y01017,Mid Cap,false,false,Listed
LINC,Linc Ltd,Unknown,Unknown,INE802B01027,Unknown,false,false,Listed
LINCOLN,Lincoln Pharmaceuticals Ltd,Unknown,Unknown,INE405C01035,Unknown,false,false,Listed
LINDEINDIA,Linde India Ltd,Chemicals,Chemicals,INE473A01011,Mid Cap,false,false,Listed
LLOYDSENGG,LLOYDS ENGINEERING WORKS Ltd,Capital Goods,Capital Goods,INE093R01011,Micro Cap,false,false,Listed
LLOYDSENT,Lloyds Enterprises Ltd,Metals & Mining,Metals & Mining,INE080I01025,Micro Cap,false,false,Listed
LLOYDSME,Lloyds Metals And Energy Ltd,Metals & Mining,Metals & Mining,INE281B01032,Mid Cap,false,false,Listed
LMW,LMW Ltd,Unknown,Unknown,INE269B01029,Unknown,false,false,Listed
LODHA,Lodha Developers Ltd,Realty,Realty,INE670K01029,Large Cap,false,true,Listed
LORDSCHLO,Lords Chloro Alkali Ltd,Unknown,Unknown,INE846D01012,Unknown,false,false,Listed
LOTUSDEV,Sri Lotus Developers and Realty Ltd,Realty,Realty,INE0V9Q01010,Micro Cap,false,false,Listed
LOTUSEYE,Lotus Eye Hospital and Institute Ltd,Unknown,Unknown,INE947I01017,Unknown,false,false,Listed
LOVABLE,Lovable Lingerie Ltd,Unknown,Unknown,INE597L01014,Unknown,false,false,Listed
LOYALTEX,Loyal Textile Mills Ltd,Unknown,Unknown,INE970D01010,Unknown,false,false,Listed
LPDC,Landmark Property Development Company Ltd,Unknown,Unknown,INE197J01017,Unknown,false,false,Listed
LT,Larsen & Toubro Ltd,Construction,Construction,INE018A01030,Large Cap,true,false,Listed
LTF,L&T Finance Ltd,Financial Services,Financial Services,INE498L01015,Mid Cap,false,false,Listed
LTFOODS,LT Foods Ltd,Fast Moving Consumer Goods,Fast Moving Consumer Goods,INE818H01020,Small Cap,false,false,Listed
LTM,LTM Ltd,Information Technology,Information Technology,INE214T01019,Large Cap,false,true,Listed
LTTS,L&T Technology Services Ltd,Information Technology,Information Technology,INE010V01017,Mid Cap,false,false,Listed
LUMAXIND,Lumax Industries Ltd,Unknown,Unknown,INE162B01018,Unknown,false,false,Listed
LUMAXTECH,Lumax Auto Technologies Ltd,Automobile and Auto Components,Automobile and Auto Components,INE872H01027,Micro Cap,false,false,Listed
LUPIN,Lupin Ltd,Healthcare,Healthcare,INE326A01037,Mid Cap,false,false,Listed
LUXIND,Lux Industries Ltd,Unknown,Unknown,INE150G01020,Unknown,false,false,Listed
LXCHEM,Laxmi Organic Industries Ltd,Chemicals,Chemicals,INE576O01020,Micro Cap,false,false,Listed
LYPSAGEMS,Lypsa Gems & Jewellery Ltd,Unknown,Unknown,INE142K01011,Unknown,false,false,Listed
M&M,Mahindra & Mahindra Ltd,Automobile and Auto Components,Automobile and Auto Components,INE101A01026,Large Cap,true,false,Listed
M&MFIN,Mahindra & Mahindra Financial Services Ltd,Financial Services,Financial Services,INE774D01024,Mid Cap,false,false,Listed
MAANALU,Maan Aluminium Ltd,Unknown,Unknown,INE215I01027,Unknown,false,false,Listed
MACPOWER,Macpower CNC Machines Ltd,Unknown,Unknown,INE155Z01011,Unknown,false,false,Listed
MADHAV,Madhav Marbles and Granites Ltd,Unknown,Unknown,INE925C01016,Unknown,false,false,Listed
MADHAVIPL,Madhav Infra Projects Ltd,Unknown,Unknown,INE631R01026,Unknown,false,false,Listed
MADRASFERT,Madras Fertilizers Ltd,Unknown,Unknown,INE414A01015,Unknown,false,false,Listed
MAFATIND,Mafatlal Industries Ltd,Unknown,Unknown,INE270B01035,Unknown,false,false,Listed
MAGADSUGAR,Magadh Sugar & Energy Ltd,Unknown,Unknown,INE347W01011,Unknown,false,false,Listed
MAGNUM,Magnum Ventures Ltd,Unknown,Unknown,INE387I01016,Unknown,false,false,Listed
MAHABANK,Bank of Maharashtra,Financial Services,Financial Services,INE457A01014,Mid Cap,false,false,Listed
MAHAPEXLTD,Maha Rashtra Apex Corporation Ltd,Unknown,Unknown,INE843B01013,Unknown,false,false,Listed
MAHASTEEL,Mahamaya Steel Industries Ltd,Unknown,Unknown,INE451L01014,Unknown,false,false,Listed
MAHEPC,Mahindra EPC Irrigation Ltd,Unknown,Unknown,INE215D01010,Unknown,false,false,Listed
MAHLIFE,Mahindra Lifespace Developers Ltd,Unknown,Unknown,INE813A01018,Unknown,false,false,Listed
MAHLOG,Mahindra Logistics Ltd,Unknown,Unknown,INE766P01016,Unknown,false,false,Listed
MAHSCOOTER,Maharashtra Scooters Ltd,Financial Services,Financial Services,INE288A01013,Micro Cap,false,false,Listed
MAHSEAMLES,Maharashtra Seamless Ltd,Capital Goods,Capital Goods,INE271B01025,Micro Cap,false,false,Listed
MAITHANALL,Maithan Alloys Ltd,Unknown,Unknown,INE683C01011,Unknown,false,false,Listed
MAJESAUT,Majestic Auto Ltd,Unknown,Unknown,INE201B01022,Unknown,false,false,Listed
MALLCOM,Mallcom (India) Ltd,Unknown,Unknown,INE389C01015,Unknown,false,false,Listed
MALUPAPER,Malu Paper Mills Ltd,Unknown,Unknown,INE383H01017,Unknown,false,false,Listed
MAMATA,Mamata Machinery Ltd,Unknown,Unknown,INE0TO701015,Unknown,false,false,Listed
MANAKALUCO,Manaksia Aluminium Company Ltd,Unknown,Unknown,INE859Q01017,Unknown,false,false,Listed
MANAKCOAT,Manaksia Coated Metals & Industries Ltd,Unknown,Unknown,INE830Q01018,Unknown,false,false,Listed
MANAKSIA,Manaksia Ltd,Unknown,Unknown,INE015D01022,Unknown,false,false,Listed
MANALIPETC,Manali Petrochemicals Ltd,Unknown,Unknown,INE201A01024,Unknown,false,false,Listed
MANAPPURAM,Manappuram Finance Ltd,Financial Services,Financial Services,INE522D01027,Small Cap,false,false,Listed
MANBA,Manba Finance Ltd,Unknown,Unknown,INE939X01013,Unknown,false,false,Listed
MANCREDIT,Mangal Credit and Fincorp Ltd,Unknown,Unknown,INE545L01039,Unknown,false,false,Listed
MANGALAM,Mangalam Drugs And Organics Ltd,Unknown,Unknown,INE584F01014,Unknown,false,false,Listed
MANGLMCEM,Mangalam Cement Ltd,Unknown,Unknown,INE347A01017,Unknown,false,false,Listed
MANINDS,Man Industries (India) Ltd,Unknown,Unknown,INE993A01026,Unknown,false,false,Listed
MANINFRA,Man Infraconstruction Ltd,Unknown,Unknown,INE949H01023,Unknown,false,false,Listed
MANKIND,Mankind Pharma Ltd,Healthcare,Healthcare,INE634S01028,Mid Cap,false,false,Listed
MANOMAY,Manomay Tex India Ltd,Unknown,Unknown,INE784W01015,Unknown,false,false,Listed
MANORAMA,Manorama Industries Ltd,Fast Moving Consumer Goods,Fast Moving Consumer Goods,INE00VM01036,Micro Cap,false,false,Listed
MANYAVAR,Vedant Fashions Ltd,Consumer Services,Consumer Services,INE825V01034,Micro Cap,false,false,Listed
MAPMYINDIA,C.E. Info Systems Ltd,Information Technology,Information Technology,INE0BV301023,Small Cap,false,false,Listed
MARATHON,Marathon Nextgen Realty Ltd,Unknown,Unknown,INE182D01020,Unknown,false,false,Listed
MARICO,Marico Ltd,Fast Moving Consumer Goods,Fast Moving Consumer Goods,INE196A01026,Mid Cap,false,false,Listed
MARINE,Marine Electricals (India) Ltd,Unknown,Unknown,INE01JE01028,Unknown,false,false,Listed
MARKOLINES,Markolines Pavement Technologies Ltd,Unknown,Unknown,INE0FW001016,Unknown,false,false,Listed
MARKSANS,Marksans Pharma Ltd,Healthcare,Healthcare,INE750C01026,Micro Cap,false,false,Listed
MARSONS,Marsons Ltd,Unknown,Unknown,INE415B01044,Unknown,false,false,Listed
MARUTI,Maruti Suzuki India Ltd,Automobile and Auto Components,Automobile and Auto Components,INE585B01010,Large Cap,true,false,Listed
MASFIN,MAS Financial Services Ltd,Unknown,Unknown,INE348L01012,Unknown,false,false,Listed
MASTEK,Mastek Ltd,Information Technology,Information Technology,INE759A01021,Micro Cap,false,false,Listed
MASTERTR,Master Trust Ltd,Unknown,Unknown,INE677D01037,Unknown,false,false,Listed
MATRIMONY,Matrimony.Com Ltd,Unknown,Unknown,INE866R01028,Unknown,false,false,Listed
MAXESTATES,Max Estates Ltd,Unknown,Unknown,INE03EI01018,Unknown,false,false,Listed
MAXHEALTH,Max Healthcare Institute Ltd,Healthcare,Healthcare,INE027H01010,Large Cap,true,false,Listed
MAXIND,Max India Ltd,Unknown,Unknown,INE0CG601016,Unknown,false,false,Listed
MAYURUNIQ,Mayur Uniquoters Ltd,Unknown,Unknown,INE040D01038,Unknown,false,false,Listed
MAZDA,Mazda Ltd,Unknown,Unknown,INE885E01042,Unknown,false,false,Listed
MAZDOCK,Mazagon Dock Shipbuilders Ltd,Capital Goods,Capital Goods,INE249Z01020,Large Cap,false,true,Listed
MBAPL,Madhya Bharat Agro Products Ltd,Unknown,Unknown,INE900L01028,Unknown,false,false,Listed
MBEL,M & B Engineering Ltd,Unknown,Unknown,INE08N601015,Unknown,false,false,Listed
MCCHRLS-B,Mac Charles India Ltd,Unknown,Unknown,INE435D01014,Unknown,false,false,Listed
MCL,M TEK COPPER Ltd,Unknown,Unknown,INE813V01022,Unknown,false,false,Listed
MCLOUD,Magellanic Cloud Ltd,Unknown,Unknown,INE613C01026,Unknown,false,false,Listed
MCX,Multi Commodity Exchange of India Ltd,Financial Services,Financial Services,INE745G01043,Mid Cap,false,false,Listed
MEDANTA,Global Health Ltd,Healthcare,Healthcare,INE474Q01031,Mid Cap,false,false,Listed
MEDIASSIST,Medi Assist Healthcare Services Ltd,Unknown,Unknown,INE456Z01021,Unknown,false,false,Listed
MEDICAMEQ,Medicamen Biotech Ltd,Unknown,Unknown,INE646B01010,Unknown,false,false,Listed
MEDICO,Medico Remedies Ltd,Unknown,Unknown,INE630Y01024,Unknown,false,false,Listed
MEDPLUS,Medplus Health Services Ltd,Consumer Services,Consumer Services,INE804L01022,Micro Cap,false,false,Listed
MEESHO,Meesho Ltd,Consumer Services,Consumer Services,INE0VDM01015,Small Cap,false,false,Listed
MEGASTAR,Megastar Foods Ltd,Unknown,Unknown,INE00EM01016,Unknown,false,false,Listed
MENNPIS,Menon Pistons Ltd,Unknown,Unknown,INE650G01029,Unknown,false,false,Listed
MERCANTILE,Mercantile Ventures Ltd,Unknown,Unknown,INE689O01013,Unknown,false,false,Listed
METROBRAND,Metro Brands Ltd,Unknown,Unknown,INE317I01021,Unknown,false,false,Listed
METROGLOBL,Metroglobal Ltd,Unknown,Unknown,INE085D01033,Unknown,false,false,Listed
METROPOLIS,Metropolis Healthcare Ltd,Healthcare,Healthcare,INE112L01020,Micro Cap,false,false,Listed
MFML,Mahalaxmi Fabric Mills Ltd,Unknown,Unknown,INE0US801024,Unknown,false,false,Listed
MFSL,Max Financial Services Ltd,Financial Services,Financial Services,INE180A01020,Mid Cap,false,false,Listed
MGL,Mahanagar Gas Ltd,Oil Gas & Consumable Fuels,Oil Gas & Consumable Fuels,INE002S01010,Small Cap,false,false,Listed
MHLXMIRU,Mahalaxmi Rubtech Ltd,Unknown,Unknown,INE112D01035,Unknown,false,false,Listed
MHRIL,Mahindra Holidays & Resorts India Ltd,Unknown,Unknown,INE998I01010,Unknown,false,false,Listed
MIDHANI,Mishra Dhatu Nigam Ltd,Capital Goods,Capital Goods,INE099Z01011,Micro Cap,false,false,Listed
MIDWESTLTD,Midwest Ltd,Unknown,Unknown,INE0XAD01024,Unknown,false,false,Listed
MINDACORP,Minda Corporation Ltd,Automobile and Auto Components,Automobile and Auto Components,INE842C01021,Small Cap,false,false,Listed
MINDTECK,Mindteck (India) Ltd,Unknown,Unknown,INE110B01017,Unknown,false,false,Listed
MIRZAINT,Mirza International Ltd,Unknown,Unknown,INE771A01026,Unknown,false,false,Listed
MITTAL,Mittal Life Style Ltd,Unknown,Unknown,INE997Y01027,Unknown,false,false,Listed
MKPL,M K Proteins Ltd,Unknown,Unknown,INE964W01021,Unknown,false,false,Listed
MMFL,MM Forgings Ltd,Unknown,Unknown,INE227C01017,Unknown,false,false,Listed
MMP,MMP Industries Ltd,Unknown,Unknown,INE511Y01018,Unknown,false,false,Listed
MMTC,MMTC Ltd,Services,Services,INE123F01029,Small Cap,false,false,Listed
MOBIKWIK,One Mobikwik Systems Ltd,Unknown,Unknown,INE0HLU01028,Unknown,false,false,Listed
MODIRUBBER,Modi Rubber Ltd,Unknown,Unknown,INE832A01018,Unknown,false,false,Listed
MODIS,Modis Navnirman Ltd,Unknown,Unknown,INE0L0L01012,Unknown,false,false,Listed
MODTHREAD,Modern Threads (India) Ltd,Unknown,Unknown,INE794W01014,Unknown,false,false,Listed
MOHITIND,Mohit Industries Ltd,Unknown,Unknown,INE954E01012,Unknown,false,false,Listed
MOIL,MOIL Ltd,Metals & Mining,Metals & Mining,INE490G01020,Micro Cap,false,false,Listed
MOKSH,Moksh Ornaments Ltd,Unknown,Unknown,INE514Y01020,Unknown,false,false,Listed
MOL,Meghmani Organics Ltd,Unknown,Unknown,INE0CT101020,Unknown,false,false,Listed
MOLDTECH,Mold-Tek Technologies Ltd,Unknown,Unknown,INE835B01035,Unknown,false,false,Listed
MOLDTKPAC,Mold-Tek Packaging Ltd,Unknown,Unknown,INE893J01029,Unknown,false,false,Listed
MONARCH,Monarch Networth Capital Ltd,Unknown,Unknown,INE903D01011,Unknown,false,false,Listed
MONEYBOXX,Moneyboxx Finance Ltd,Unknown,Unknown,INE296Q01012,Unknown,false,false,Listed
MONTECARLO,Monte Carlo Fashions Ltd,Unknown,Unknown,INE950M01013,Unknown,false,false,Listed
MOREPENLAB,Morepen Laboratories Ltd,Unknown,Unknown,INE083A01026,Unknown,false,false,Listed
MOSCHIP,Moschip Technologies Ltd,Unknown,Unknown,INE935B01025,Unknown,false,false,Listed
MOTHERSON,Samvardhana Motherson International Ltd,Automobile and Auto Components,Automobile and Auto Components,INE775A01035,Large Cap,false,true,Listed
MOTILALOFS,Motilal Oswal Financial Services Ltd,Financial Services,Financial Services,INE338I01027,Mid Cap,false,false,Listed
MOTISONS,Motisons Jewellers Ltd,Unknown,Unknown,INE0FRK01020,Unknown,false,false,Listed
MPHASIS,MphasiS Ltd,Information Technology,Information Technology,INE356A01018,Mid Cap,false,false,Listed
MPSLTD,MPS Ltd,Unknown,Unknown,INE943D01017,Unknown,false,false,Listed
MRF,MRF Ltd,Automobile and Auto Components,Automobile and Auto Components,INE883A01011,Mid Cap,false,false,Listed
MRPL,Mangalore Refinery and Petrochemicals Ltd,Oil Gas & Consumable Fuels,Oil Gas & Consumable Fuels,INE103A01014,Small Cap,false,false,Listed
MSPL,MSP Steel & Power Ltd,Unknown,Unknown,INE752G01015,Unknown,false,false,Listed
MSTCLTD,Mstc Ltd,Services,Services,INE255X01014,Micro Cap,false,false,Listed
MSUMI,Motherson Sumi Wiring India Ltd,Automobile and Auto Components,Automobile and Auto Components,INE0FS801015,Small Cap,false,false,Listed
MTARTECH,MTAR Technologies Ltd.,Capital Goods,Capital Goods,INE864I01014,Micro Cap,false,false,Listed
MTNL,Mahanagar Telephone Nigam Ltd,Unknown,Unknown,INE153A01019,Unknown,false,false,Listed
MUFIN,Mufin Green Finance Ltd,Unknown,Unknown,INE08KJ01020,Unknown,false,false,Listed
MUFTI,Credo Brands Marketing Ltd,Unknown,Unknown,INE220Q01020,Unknown,false,false,Listed
MUKANDLTD,Mukand Ltd,Unknown,Unknown,INE304A01026,Unknown,false,false,Listed
MUKKA,Mukka Proteins Ltd,Unknown,Unknown,INE0CG401037,Unknown,false,false,Listed
MUNJALAU,Munjal Auto Industries Ltd,Unknown,Unknown,INE672B01032,Unknown,false,false,Listed
MUNJALSHOW,Munjal Showa Ltd,Unknown,Unknown,INE577A01027,Unknown,false,false,Listed
MURUDCERA,Murudeshwar Ceramics Ltd,Unknown,Unknown,INE692B01014,Unknown,false,false,Listed
MUTHOOTCAP,Muthoot Capital Services Ltd,Unknown,Unknown,INE296G01013,Unknown,false,false,Listed
MUTHOOTFIN,Muthoot Finance Ltd,Financial Services,Financial Services,INE414G01012,Large Cap,false,true,Listed
MUTHOOTMF,Muthoot Microfin Ltd,Unknown,Unknown,INE046W01019,Unknown,false,false,Listed
MVGJL,Manoj Vaibhav Gems N Jewellers Ltd,Unknown,Unknown,INE0KNT01012,Unknown,false,false,Listed
MWL,Mangalam Worldwide Ltd,Unknown,Unknown,INE0JYY01011,Unknown,false,false,Listed
NACLIND,NACL Industries Ltd,Unknown,Unknown,INE295D01020,Unknown,false,false,Listed
NAGREEKEXP,Nagreeka Exports Ltd,Unknown,Unknown,INE123B01028,Unknown,false,false,Listed
NAHARCAP,Nahar Capital and Financial Services Ltd,Unknown,Unknown,INE049I01012,Unknown,false,false,Listed
NAHARINDUS,Nahar Industrial Enterprises Ltd,Unknown,Unknown,INE289A01011,Unknown,false,false,Listed
NAHARPOLY,Nahar Poly Films Ltd,Unknown,Unknown,INE308A01027,Unknown,false,false,Listed
NAM-INDIA,Nippon Life India Asset Management Ltd,Financial Services,Financial Services,INE298J01013,Mid Cap,false,false,Listed
NARMADA,Narmada Agrobase Ltd,Unknown,Unknown,INE117Z01011,Unknown,false,false,Listed
NATCAPSUQ,Natural Capsules Ltd,Unknown,Unknown,INE936B01015,Unknown,false,false,Listed
NATCOPHARM,Natco Pharma Ltd,Healthcare,Healthcare,INE987B01026,Small Cap,false,false,Listed
NATHBIOGEN,Nath Bio-Genes (India) Ltd,Unknown,Unknown,INE448G01010,Unknown,false,false,Listed
NATIONALUM,National Aluminium Company Ltd,Metals & Mining,Metals & Mining,INE139A01034,Mid Cap,false,false,Listed
NATIONSTD,National Standard (India) Ltd,Unknown,Unknown,INE166R01015,Unknown,false,false,Listed
NAUKRI,Info Edge (India) Ltd,Consumer Services,Consumer Services,INE663F01032,Mid Cap,false,false,Listed
NAVA,NAVA Ltd,Power,Power,INE725A01030,Small Cap,false,false,Listed
NAVINFLUOR,Navin Fluorine International Ltd,Chemicals,Chemicals,INE048G01026,Small Cap,false,false,Listed
NAVKARCORP,Navkar Corporation Ltd,Unknown,Unknown,INE278M01019,Unknown,false,false,Listed
NAVNETEDUL,Navneet Education Ltd,Unknown,Unknown,INE060A01024,Unknown,false,false,Listed
NAZARA,Nazara Technologies Ltd,Media Entertainment & Publication,Media Entertainment & Publication,INE418L01047,Micro Cap,false,false,Listed
NBCC,NBCC (India) Ltd,Construction,Construction,INE095N01031,Small Cap,false,false,Listed
NBIFIN,N. B. I. Industrial Finance Company Ltd,Unknown,Unknown,INE365I01020,Unknown,false,false,Listed
NCC,NCC Ltd,Construction,Construction,INE868B01028,Small Cap,false,false,Listed
NCLIND,NCL Industries Ltd,Unknown,Unknown,INE732C01016,Unknown,false,false,Listed
NDGL,Naga Dhunseri Group Ltd,Unknown,Unknown,INE756C01015,Unknown,false,false,Listed
NDL,Nandan Denim Ltd,Unknown,Unknown,INE875G01048,Unknown,false,false,Listed
NDLVENTURE,NDL Ventures Ltd,Unknown,Unknown,INE353A01023,Unknown,false,false,Listed
NDRAUTO,Ndr Auto Components Ltd,Unknown,Unknown,INE07OG01012,Unknown,false,false,Listed
NDTV,New Delhi Television Ltd,Unknown,Unknown,INE155G01029,Unknown,false,false,Listed
NEAGI,Neelamalai Agro Industries Ltd,Unknown,Unknown,INE605D01012,Unknown,false,false,Listed
NELCAST,Nelcast Ltd,Unknown,Unknown,INE189I01024,Unknown,false,false,Listed
NELCO,NELCO Ltd,Unknown,Unknown,INE045B01015,Unknown,false,false,Listed
NEOGEN,Neogen Chemicals Ltd,Chemicals,Chemicals,INE136S01016,Micro Cap,false,false,Listed
NEPHROPLUS,Nephrocare Health Services Ltd,Unknown,Unknown,INE428V01029,Unknown,false,false,Listed
NESCO,Nesco Ltd,Services,Services,INE317F01035,Micro Cap,false,false,Listed
NESTLEIND,Nestle India Ltd,Fast Moving Consumer Goods,Fast Moving Consumer Goods,INE239A01024,Large Cap,true,false,Listed
NETWEB,Netweb Technologies India Ltd,Information Technology,Information Technology,INE0NT901020,Small Cap,false,false,Listed
NETWORK18,Network18 Media & Investments Ltd,Media Entertainment & Publication,Media Entertainment & Publication,INE870H01013,Micro Cap,false,false,Listed
NEULANDLAB,Neuland Laboratories Ltd,Healthcare,Healthcare,INE794A01010,Small Cap,false,false,Listed
NEWGEN,Newgen Software Technologies Ltd,Information Technology,Information Technology,INE619B01017,Small Cap,false,false,Listed
NEXTMEDIA,Next Mediaworks Ltd,Unknown,Unknown,INE747B01016,Unknown,false,false,Listed
NFL,National Fertilizers Ltd,Chemicals,Chemicals,INE870D01012,Micro Cap,false,false,Listed
NGLFINE,NGL Fine-Chem Ltd,Unknown,Unknown,INE887E01022,Unknown,false,false,Listed
NH,Narayana Hrudayalaya Ltd.,Healthcare,Healthcare,INE410P01011,Small Cap,false,false,Listed
NHPC,NHPC Ltd,Power,Power,INE848E01016,Mid Cap,false,false,Listed
NIACL,The New India Assurance Company Ltd,Financial Services,Financial Services,INE470Y01017,Mid Cap,false,false,Listed
NIBE,NIBE Ltd,Unknown,Unknown,INE149O01018,Unknown,false,false,Listed
NIBL,NRB Industrial Bearings Ltd,Unknown,Unknown,INE047O01014,Unknown,false,false,Listed
NIITLTD,NIIT Ltd,Unknown,Unknown,INE161A01038,Unknown,false,false,Listed
NIITMTS,NIIT Learning Systems Ltd,Unknown,Unknown,INE342G01023,Unknown,false,false,Listed
NILAINFRA,Nila Infrastructures Ltd,Unknown,Unknown,INE937C01029,Unknown,false,false,Listed
NILASPACES,Nila Spaces Ltd,Unknown,Unknown,INE00S901012,Unknown,false,false,Listed
NILE,Nile Ltd,Unknown,Unknown,INE445D01013,Unknown,false,false,Listed
NILKAMAL,Nilkamal Ltd,Unknown,Unknown,INE310A01015,Unknown,false,false,Listed
NIPPOBATRY,Indo-National Ltd,Unknown,Unknown,INE567A01028,Unknown,false,false,Listed
NIRAJISPAT,Niraj Ispat Industries Ltd,Unknown,Unknown,INE326T01011,Unknown,false,false,Listed
NIRLON,Nirlon Ltd,Unknown,Unknown,INE910A01012,Unknown,false,false,Listed
NITCO,Nitco Ltd,Unknown,Unknown,INE858F01012,Unknown,false,false,Listed
NITINSPIN,Nitin Spinners Ltd,Unknown,Unknown,INE229H01012,Unknown,false,false,Listed
NITIRAJ,Nitiraj Engineers Ltd,Unknown,Unknown,INE439T01012,Unknown,false,false,Listed
NITTAGELA,Nitta Gelatin India Ltd,Unknown,Unknown,INE265B01019,Unknown,false,false,Listed
NIVABUPA,Niva Bupa Health Insurance Company Ltd,Financial Services,Financial Services,INE995S01015,Small Cap,false,false,Listed
NKIND,NK Industries Ltd,Unknown,Unknown,INE542C01019,Unknown,false,false,Listed
NLCINDIA,NLC India Ltd,Power,Power,INE589A01014,Mid Cap,false,false,Listed
NMDC,NMDC Ltd,Metals & Mining,Metals & Mining,INE584A01023,Mid Cap,false,false,Listed
NOCIL,NOCIL Ltd,Unknown,Unknown,INE163A01018,Unknown,false,false,Listed
NORBTEAEXP,Norben Tea & Exports Ltd,Unknown,Unknown,INE369C01017,Unknown,false,false,Listed
NORTHARC,Northern Arc Capital Ltd,Unknown,Unknown,INE850M01015,Unknown,false,false,Listed
NOVARTIND,Novartis India Ltd,Unknown,Unknown,INE234A01025,Unknown,false,false,Listed
NPST,Network People Services Technologies Ltd,Unknown,Unknown,INE0FFK01017,Unknown,false,false,Listed
